cantica;canto;verse;text
Inferno;32;133-135;"""O tu che mostri per sì bestial segno odio sovra colui che tu ti mangi, dimmi ’l perché"", diss’io, ""per tal convegno,"
Inferno;32;136-138;che se tu a ragion di lui ti piangi, sappiendo chi voi siete e la sua pecca, nel mondo suso ancora io te ne cangi,
Inferno;32;139-139;"se quella con ch’io parlo non si secca""."
Inferno;33;1-3;La bocca sollevò dal fiero pasto quel peccator, forbendola a' capelli del capo ch'elli avea di retro guasto.
Inferno;33;4-6;"Poi cominciò: ""Tu vuo’ ch’io rinovelli disperato dolor che ’l cor mi preme già pur pensando, pria ch’io ne favelli.}}"
Inferno;33;7-9;Ma se le mie parole esser dien seme che frutti infamia al traditor ch’i’ rodo, parlare e lagrimar vedrai insieme.
Inferno;33;10-12;"Io non so chi tu se’ né per che modo venuto se’ qua giù; ma fiorentino mi sembri veramente quand’io t’odo."
Inferno;33;13-15;Tu dei saper ch’i’ fui conte Ugolino, e questi è l’arcivescovo Ruggieri: or ti dirò perché i son tal vicino.
Inferno;33;16-18;"Che per l’effetto de’ suo’ mai pensieri, fidandomi di lui, io fossi preso e poscia morto, dir non è mestieri;"
Inferno;33;19-21;però quel che non puoi avere inteso, cioè come la morte mia fu cruda, udirai, e saprai s’e’ m’ ha offeso.
Inferno;33;22-24;Breve pertugio dentro da la Muda, la qual per me ha ’l titol de la fame, e che conviene ancor ch’altrui si chiuda,
Inferno;33;25-27;m’avea mostrato per lo suo forame più lune già, quand’io feci ’l mal sonno che del futuro mi squarciò ’l velame.
Inferno;33;28-30;Questi pareva a me maestro e donno, cacciando il lupo e ’ lupicini al monte per che i Pisan veder Lucca non ponno.
Inferno;33;31-33;Con cagne magre, studïose e conte Gualandi con Sismondi e con Lanfranchi s’avea messi dinanzi da la fronte.
Inferno;33;34-36;In picciol corso mi parieno stanchi lo padre e ’ figli, e con l’agute scane mi parea lor veder fender li fianchi.
Inferno;33;37-39;Quando fui desto innanzi la dimane, pianger senti’ fra ’l sonno i miei figliuoli ch’eran con meco, e dimandar del pane.
Inferno;33;40-42;"Ben se’ crudel, se tu già non ti duoli pensando ciò che ’l mio cor s’annunziava; e se non piangi, di che pianger suoli?"
Inferno;33;43-45;"Già eran desti, e l’ora s’appressava che ’l cibo ne solëa essere addotto, e per suo sogno ciascun dubitava;"
Inferno;33;46-48;"e io senti’ chiavar l’uscio di sotto a l’orribile torre; ond’io guardai nel viso a’ mie’ figliuoi sanza far motto."
Inferno;33;49-51;"Io non piangëa, sì dentro impetrai: piangevan elli; e Anselmuccio mio disse: ""Tu guardi sì, padre! che hai?""."
Inferno;33;52-54;Perciò non lagrimai né rispuos’io tutto quel giorno né la notte appresso, infin che l’altro sol nel mondo uscìo.
Inferno;33;55-57;Come un poco di raggio si fu messo nel doloroso carcere, e io scorsi per quattro visi il mio aspetto stesso,
Inferno;33;58-60;"ambo le man per lo dolor mi morsi; ed ei, pensando ch’io ’l fessi per voglia di manicar, di sùbito levorsi"
Inferno;33;61-63;"e disser: ""Padre, assai ci fia men doglia se tu mangi di noi: tu ne vestisti queste misere carni, e tu le spoglia""."
Inferno;33;64-66;"Queta’ mi allor per non farli più tristi; lo dì e l’altro stemmo tutti muti; ahi dura terra, perché non t’apristi?"
Inferno;33;67-69;"Poscia che fummo al quarto dì venuti, Gaddo mi si gittò disteso a’ piedi, dicendo: ""Padre mio, ché non m’aiuti?""."
Inferno;33;70-72;"Quivi morì; e come tu mi vedi, vid’io cascar li tre ad uno ad uno tra ’l quinto dì e ’l sesto; ond’io mi diedi,"
Inferno;33;73-75;"già cieco, a brancolar sovra ciascuno, e due dì li chiamai, poi che fur morti. Poscia, più che 'l dolor, poté 'l digiuno""."
Inferno;33;76-78;Quand’ebbe detto ciò, con li occhi torti riprese ’l teschio misero co’ denti, che furo a l’osso, come d’un can, forti.
Inferno;33;79-81;Ahi Pisa, vituperio de le genti del bel paese là dove 'l sì suona, poi che i vicini a te punir son lenti,
Inferno;33;82-84;muovasi la Capraia e la Gorgona, e faccian siepe ad Arno in su la foce, sì ch’elli annieghi in te ogne persona!
Inferno;33;85-87;Che se ’l conte Ugolino aveva voce d’aver tradita te de le castella, non dovei tu i figliuoi porre a tal croce.}}
Inferno;33;88-90;Innocenti facea l’età novella, novella Tebe, Uguiccione e ’l Brigata e li altri due che ’l canto suso appella.
Inferno;33;91-93;Noi passammo oltre, là ’ve la gelata ruvidamente un’altra gente fascia, non volta in giù, ma tutta riversata.
Inferno;33;94-96;"Lo pianto stesso lì pianger non lascia, e ’l duol che truova in su li occhi rintoppo, si volge in entro a far crescer l’ambascia;"
Inferno;33;97-99;ché le lagrime prime fanno groppo, e sì come visiere di cristallo, rïempion sotto ’l ciglio tutto il coppo.
Inferno;33;100-102;E avvegna che, sì come d’un callo, per la freddura ciascun sentimento cessato avesse del mio viso stallo,
Inferno;33;103-105;"già mi parea sentire alquanto vento; per ch’io: ""Maestro mio, questo chi move? non è qua giù ogne vapore spento?""."
Inferno;33;106-108;"Ond’elli a me: ""Avaccio sarai dove di ciò ti farà l’occhio la risposta, veggendo la cagion che ’l fiato piove""."
Inferno;33;109-111;"E un de’ tristi de la fredda crosta gridò a noi: ""O anime crudeli tanto che data v’è l’ultima posta,"
Inferno;33;112-114;"levatemi dal viso i duri veli, sì ch’ïo sfoghi ’l duol che ’l cor m’impregna, un poco, pria che ’l pianto si raggeli""."
Inferno;33;115-117;"Per ch’io a lui: ""Se vuo’ ch’i’ ti sovvegna, dimmi chi se’, e s’io non ti disbrigo, al fondo de la ghiaccia ir mi convegna""."
Inferno;33;118-120;"Rispuose adunque: ""I’ son frate Alberigo; i’ son quel da le frutta del mal orto, che qui riprendo dattero per figo""."
Inferno;33;121-123;"""Oh"", diss’io lui, ""or se’ tu ancor morto?"". Ed elli a me: ""Come ’l mio corpo stea nel mondo sù, nulla scïenza porto."
Inferno;33;124-126;Cotal vantaggio ha questa Tolomea, che spesse volte l’anima ci cade innanzi ch’Atropòs mossa le dea.
Inferno;33;127-129;E perché tu più volontier mi rade le ’nvetrïate lagrime dal volto, sappie che, tosto che l’anima trade
Inferno;33;130-132;come fec’ïo, il corpo suo l’è tolto da un demonio, che poscia il governa mentre che ’l tempo suo tutto sia vòlto.
Inferno;33;133-135;"Ella ruina in sì fatta cisterna; e forse pare ancor lo corpo suso de l’ombra che di qua dietro mi verna."
Inferno;33;136-138;"Tu ’l dei saper, se tu vien pur mo giuso: elli è ser Branca Doria, e son più anni poscia passati ch’el fu sì racchiuso""."
Inferno;33;139-141;"""Io credo"", diss’io lui, ""che tu m’inganni; ché Branca Doria non morì unquanche, e mangia e bee e dorme e veste panni""."
Inferno;33;142-144;"""Nel fosso sù"", diss’el, ""de’ Malebranche, là dove bolle la tenace pece, non era ancora giunto Michel Zanche,"
Inferno;33;145-147;che questi lasciò il diavolo in sua vece nel corpo suo, ed un suo prossimano che ’l tradimento insieme con lui fece.
Inferno;33;148-150;"Ma distendi oggimai in qua la mano; aprimi li occhi"". E io non gliel’apersi; e cortesia fu lui esser villano."
Inferno;33;151-153;Ahi Genovesi, uomini diversi d'ogne costume e pien d'ogne magagna, perché non siete voi del mondo spersi?
Inferno;33;154-156;Ché col peggiore spirto di Romagna trovai di voi un tal, che per sua opra in anima in Cocito già si bagna,
Inferno;33;157-157;e in corpo par vivo ancor di sopra.}}
Inferno;34;1-3;"""Vexilla regis prodeunt inferni verso di noi; però dinanzi mira"", disse ’l maestro mio, ""se tu ’l discerni""."
Inferno;34;4-6;Come quando una grossa nebbia spira, o quando l’emisperio nostro annotta, par di lungi un molin che ’l vento gira,
Inferno;34;7-9;"veder mi parve un tal dificio allotta; poi per lo vento mi ristrinsi retro al duca mio, ché non lì era altra grotta."
Inferno;34;10-12;Già era, e con paura il metto in metro, là dove l’ombre tutte eran coperte, e trasparien come festuca in vetro.
Inferno;34;13-15;"Altre sono a giacere; altre stanno erte, quella col capo e quella con le piante; altra, com’arco, il volto a’ piè rinverte."
Inferno;34;16-18;Quando noi fummo fatti tanto avante, ch’al mio maestro piacque di mostrarmi la creatura ch’ebbe il bel sembiante,
Inferno;34;19-21;"d’innanzi mi si tolse e fé restarmi, ""Ecco Dite"", dicendo, ""ed ecco il loco ove convien che di fortezza t’armi""."
Inferno;34;22-24;Com’io divenni allor gelato e fioco, nol dimandar, lettor, ch’i’ non lo scrivo, però ch’ogne parlar sarebbe poco.
Inferno;34;25-27;"Io non mori’ e non rimasi vivo; pensa oggimai per te, s’ hai fior d’ingegno, qual io divenni, d’uno e d’altro privo."
Inferno;34;28-30;"Lo ’mperador del doloroso regno da mezzo ’l petto uscia fuor de la ghiaccia; e più con un gigante io mi convegno,"
Inferno;34;31-33;che i giganti non fan con le sue braccia: vedi oggimai quant’esser dee quel tutto ch’a così fatta parte si confaccia.
Inferno;34;34-36;S’el fu sì bel com’elli è ora brutto, e contra ’l suo fattore alzò le ciglia, ben dee da lui procedere ogne lutto.
Inferno;34;37-39;"Oh quanto parve a me gran maraviglia quand’io vidi tre facce a la sua testa! L’una dinanzi, e quella era vermiglia;"
Inferno;34;40-42;l’altr’eran due, che s’aggiugnieno a questa sovresso ’l mezzo di ciascuna spalla, e sé giugnieno al loco de la cresta:
Inferno;34;43-45;"e la destra parea tra bianca e gialla; la sinistra a vedere era tal, quali vegnon di là onde ’l Nilo s’avvalla."
Inferno;34;46-48;Sotto ciascuna uscivan due grand’ali, quanto si convenia a tanto uccello: vele di mar non vid’io mai cotali.
Inferno;34;49-51;"Non avean penne, ma di vispistrello era lor modo; e quelle svolazzava, sì che tre venti si movean da ello:"
Inferno;34;52-54;quindi Cocito tutto s’aggelava. Con sei occhi piangëa, e per tre menti gocciava ’l pianto e sanguinosa bava.
Inferno;34;55-57;Da ogne bocca dirompea co’ denti un peccatore, a guisa di maciulla, sì che tre ne facea così dolenti.
Inferno;34;58-60;A quel dinanzi il mordere era nulla verso ’l graffiar, che talvolta la schiena rimanea de la pelle tutta brulla.
Inferno;34;61-63;"""Quell’anima là sù c’ ha maggior pena"", disse ’l maestro, ""è Giuda Scarïotto, che ’l capo ha dentro e fuor le gambe mena."
Inferno;34;64-66;"De li altri due c’ hanno il capo di sotto, quel che pende dal nero ceffo è Bruto: vedi come si storce, e non fa motto!;"
Inferno;34;67-69;"e l’altro è Cassio, che par sì membruto. Ma la notte risurge, e oramai è da partir, ché tutto avem veduto""."
Inferno;34;70-72;"Com’a lui piacque, il collo li avvinghiai; ed el prese di tempo e loco poste, e quando l’ali fuoro aperte assai,"
Inferno;34;73-75;"appigliò sé a le vellute coste; di vello in vello giù discese poscia tra ’l folto pelo e le gelate croste."
Inferno;34;76-78;Quando noi fummo là dove la coscia si volge, a punto in sul grosso de l’anche, lo duca, con fatica e con angoscia,
Inferno;34;79-81;volse la testa ov’elli avea le zanche, e aggrappossi al pel com’om che sale, sì che ’n inferno i’ credea tornar anche.
Inferno;34;82-84;"""Attienti ben, ché per cotali scale"", disse ’l maestro, ansando com’uom lasso, ""conviensi dipartir da tanto male""."
Inferno;34;85-87;"Poi uscì fuor per lo fóro d’un sasso e puose me in su l’orlo a sedere; appresso porse a me l’accorto passo."
Inferno;34;88-90;"Io levai li occhi e credetti vedere Lucifero com’io l’avea lasciato, e vidili le gambe in sù tenere;"
Inferno;34;91-93;e s’io divenni allora travagliato, la gente grossa il pensi, che non vede qual è quel punto ch’io avea passato.
Inferno;34;94-96;"""Lèvati sù"", disse ’l maestro, ""in piede: la via è lunga e ’l cammino è malvagio, e già il sole a mezza terza riede""."
Inferno;34;97-99;Non era camminata di palagio là ’v’eravam, ma natural burella ch’avea mal suolo e di lume disagio.
Inferno;34;100-102;"""Prima ch’io de l’abisso mi divella, maestro mio"", diss’io quando fui dritto, ""a trarmi d’erro un poco mi favella:"
Inferno;34;103-105;"ov’è la ghiaccia? e questi com’è fitto sì sottosopra? e come, in sì poc’ora, da sera a mane ha fatto il sol tragitto?""."
Inferno;34;106-108;"Ed elli a me: ""Tu imagini ancora d’esser di là dal centro, ov’io mi presi al pel del vermo reo che ’l mondo fóra."
Inferno;34;109-111;"Di là fosti cotanto quant’io scesi; quand’io mi volsi, tu passasti ’l punto al qual si traggon d’ogne parte i pesi."
Inferno;34;112-114;E se’ or sotto l’emisperio giunto ch’è contraposto a quel che la gran secca coverchia, e sotto ’l cui colmo consunto
Inferno;34;115-117;"fu l’uom che nacque e visse sanza pecca; tu haï i piedi in su picciola spera che l’altra faccia fa de la Giudecca."
Inferno;34;118-120;"Qui è da man, quando di là è sera; e questi, che ne fé scala col pelo, fitto è ancora sì come prim’era."
Inferno;34;121-123;"Da questa parte cadde giù dal cielo; e la terra, che pria di qua si sporse, per paura di lui fé del mar velo,"
Inferno;34;124-126;"e venne a l’emisperio nostro; e forse per fuggir lui lasciò qui loco vòto quella ch’appar di qua, e sù ricorse""."
Inferno;34;127-129;Luogo è là giù da Belzebù remoto tanto quanto la tomba si distende, che non per vista, ma per suono è noto
Inferno;34;130-132;d’un ruscelletto che quivi discende per la buca d’un sasso, ch’elli ha roso, col corso ch’elli avvolge, e poco pende.
Inferno;34;133-135;"Lo duca e io per quel cammino ascoso intrammo a ritornar nel chiaro mondo; e sanza cura aver d’alcun riposo,"
Inferno;34;136-138;salimmo sù, el primo e io secondo, tanto ch’i’ vidi de le cose belle che porta ’l ciel, per un pertugio tondo.
Inferno;34;139-139;E quindi uscimmo a riveder le stelle.
Purgatorio;1;1-3;"Per correr miglior acque alza le vele omai la navicella del mio ingegno, che lascia dietro a sé mar sì crudele;"
Purgatorio;1;4-6;e canterò di quel secondo regno dove l’umano spirito si purga e di salire al ciel diventa degno.
Purgatorio;1;7-9;"Ma qui la morta poesì resurga, o sante Muse, poi che vostro sono; e qui Calïopè alquanto surga,"
Purgatorio;1;10-12;seguitando il mio canto con quel suono di cui le Piche misere sentiro lo colpo tal, che disperar perdono.
Purgatorio;1;13-15;Dolce color d’orïental zaffiro, che s’accoglieva nel sereno aspetto del mezzo, puro infino al primo giro,
Purgatorio;1;16-18;a li occhi miei ricominciò diletto, tosto ch’io usci’ fuor de l’aura morta che m’avea contristati li occhi e ’l petto.
Purgatorio;1;19-21;Lo bel pianeto che d’amar conforta faceva tutto rider l’orïente, velando i Pesci ch’erano in sua scorta.
Purgatorio;1;22-24;I’ mi volsi a man destra, e puosi mente a l’altro polo, e vidi quattro stelle non viste mai fuor ch’a la prima gente.
Purgatorio;1;25-27;Goder pareva ’l ciel di lor fiammelle: oh settentrïonal vedovo sito, poi che privato se’ di mirar quelle!
Purgatorio;1;28-30;Com’io da loro sguardo fui partito, un poco me volgendo a l’altro polo, là onde ’l Carro già era sparito,
Purgatorio;1;31-33;vidi presso di me un veglio solo, degno di tanta reverenza in vista, che più non dee a padre alcun figliuolo.
Purgatorio;1;34-36;Lunga la barba e di pel bianco mista portava, a’ suoi capelli simigliante, de’ quai cadeva al petto doppia lista.
Purgatorio;1;37-39;Li raggi de le quattro luci sante fregiavan sì la sua faccia di lume, ch’i’ ’l vedea come ’l sol fosse davante.
Purgatorio;1;40-42;"""Chi siete voi che contro al cieco fiume fuggita avete la pregione etterna?"", diss’el, movendo quelle oneste piume."
