cantica;canto;cum_verse_number;verse_number;text;author;type
3;6;10258;82;Ma ciò che ’l segno che parlar mi face;dante;text
3;6;10259;83;fatto avea prima e poi era fatturo;dante;text
3;6;10260;84;per lo regno mortal ch’a lui soggiace,;dante;text
3;6;10261;85;diventa in apparenza poco e scuro,;dante;text
3;6;10262;86;se in mano al terzo Cesare si mira;dante;text
3;6;10263;87;con occhio chiaro e con affetto puro;dante;text
3;6;10264;88;ché la viva giustizia che mi spira,;dante;text
3;6;10265;89;li concedette, in mano a quel ch’i’ dico,;dante;text
3;6;10266;90;gloria di far vendetta a la sua ira.;dante;text
3;6;10267;91;Or qui t’ammira in ciò ch’io ti replìco:;dante;text
3;6;10268;92;poscia con Tito a far vendetta corse;dante;text
3;6;10269;93;de la vendetta del peccato antico.;dante;text
3;6;10270;94;E quando il dente longobardo morse;dante;text
3;6;10271;95;la Santa Chiesa, sotto le sue ali;dante;text
3;6;10272;96;Carlo Magno, vincendo, la soccorse.;dante;text
3;6;10273;97;Omai puoi giudicar di quei cotali;dante;text
3;6;10274;98;ch’io accusai di sopra e di lor falli,;dante;text
3;6;10275;99;che son cagion di tutti vostri mali.;dante;text
3;6;10276;100;L’uno al pubblico segno i gigli gialli;dante;text
3;6;10277;101;oppone, e l’altro appropria quello a parte,;dante;text
3;6;10278;102;sì ch’è forte a veder chi più si falli.;dante;text
3;6;10279;103;Faccian li Ghibellin, faccian lor arte;dante;text
3;6;10280;104;sott’ altro segno, ché mal segue quello;dante;text
3;6;10281;105;sempre chi la giustizia e lui diparte;dante;text
3;6;10282;106;e non l’abbatta esto Carlo novello;dante;text
3;6;10283;107;coi Guelfi suoi, ma tema de li artigli;dante;text
3;6;10284;108;ch’a più alto leon trasser lo vello.;dante;text
3;6;10285;109;Molte fïate già pianser li figli;dante;text
3;6;10286;110;per la colpa del padre, e non si creda;dante;text
3;6;10287;111;che Dio trasmuti l’armi per suoi gigli!;dante;text
3;6;10288;112;Questa picciola stella si correda;dante;text
3;6;10289;113;d’i buoni spirti che son stati attivi;dante;text
3;6;10290;114;perché onore e fama li succeda:;dante;text
3;6;10291;115;e quando li disiri poggian quivi,;dante;text
3;6;10292;116;sì disvïando, pur convien che i raggi;dante;text
3;6;10293;117;del vero amore in sù poggin men vivi.;dante;text
3;6;10294;118;Ma nel commensurar d’i nostri gaggi;dante;text
3;6;10295;119;col merto è parte di nostra letizia,;dante;text
3;6;10296;120;perché non li vedem minor né maggi.;dante;text
3;6;10297;121;Quindi addolcisce la viva giustizia;dante;text
3;6;10298;122;in noi l’affetto sì, che non si puote;dante;text
3;6;10299;123;torcer già mai ad alcuna nequizia.;dante;text
3;6;10300;124;Diverse voci fanno dolci note;dante;text
3;6;10301;125;così diversi scanni in nostra vita;dante;text
3;6;10302;126;rendon dolce armonia tra queste rote.;dante;text
3;6;10303;127;E dentro a la presente margarita;dante;text
3;6;10304;128;luce la luce di Romeo, di cui;dante;text
3;6;10305;129;fu l’ovra grande e bella mal gradita.;dante;text
3;6;10306;130;Ma i Provenzai che fecer contra lui;dante;text
3;6;10307;131;non hanno riso; e però mal cammina;dante;text
3;6;10308;132;qual si fa danno del ben fare altrui.;dante;text
3;6;10309;133;Quattro figlie ebbe, e ciascuna reina,;dante;text
3;6;10310;134;Ramondo Beringhiere, e ciò li fece;dante;text
3;6;10311;135;Romeo, persona umìle e peregrina.;dante;text
3;6;10312;136;E poi il mosser le parole biece;dante;text
3;6;10313;137;a dimandar ragione a questo giusto,;dante;text
3;6;10314;138;che li assegnò sette e cinque per diece,;dante;text
3;6;10315;139;indi partissi povero e vetusto;dante;text
3;6;10316;140;e se ’l mondo sapesse il cor ch’elli ebbe;dante;text
3;6;10317;141;mendicando sua vita a frusto a frusto,;dante;text
3;6;10318;142;assai lo loda, e più lo loderebbe».;dante;text
3;7;10319;1;«Osanna, sanctus Deus sabaòth,;dante;text
3;7;10320;2;superillustrans claritate tua;dante;text
3;7;10321;3;felices ignes horum malacòth!».;dante;text
3;7;10322;4;Così, volgendosi a la nota sua,;dante;text
3;7;10323;5;fu viso a me cantare essa sustanza,;dante;text
3;7;10324;6;sopra la qual doppio lume s’addua;dante;text
3;7;10325;7;ed essa e l’altre mossero a sua danza,;dante;text
3;7;10326;8;e quasi velocissime faville;dante;text
3;7;10327;9;mi si velar di sùbita distanza.;dante;text
3;7;10328;10;Io dubitava e dicea ’Dille, dille!’;dante;text
3;7;10329;11;fra me, ’dille’ dicea, ’a la mia donna;dante;text
3;7;10330;12;che mi diseta con le dolci stille’.;dante;text
3;7;10331;13;Ma quella reverenza che s’indonna;dante;text
3;7;10332;14;di tutto me, pur per Be e per ice,;dante;text
3;7;10333;15;mi richinava come l’uom ch’assonna.;dante;text
3;7;10334;16;Poco sofferse me cotal Beatrice;dante;text
3;7;10335;17;e cominciò, raggiandomi d’un riso;dante;text
3;7;10336;18;tal, che nel foco faria l’uom felice:;dante;text
3;7;10337;19;«Secondo mio infallibile avviso,;dante;text
3;7;10338;20;come giusta vendetta giustamente;dante;text
3;7;10339;21;punita fosse, t’ha in pensier miso;dante;text
3;7;10340;22;ma io ti solverò tosto la mente;dante;text
3;7;10341;23;e tu ascolta, ché le mie parole;dante;text
3;7;10342;24;di gran sentenza ti faran presente.;dante;text
3;7;10343;25;Per non soffrire a la virtù che vole;dante;text
3;7;10344;26;freno a suo prode, quell’ uom che non nacque,;dante;text
3;7;10345;27;dannando sé, dannò tutta sua prole;dante;text
3;7;10346;28;onde l’umana specie inferma giacque;dante;text
3;7;10347;29;giù per secoli molti in grande errore,;dante;text
3;7;10348;30;fin ch’al Verbo di Dio discender piacque;dante;text
3;7;10349;31;u’ la natura, che dal suo fattore;dante;text
3;7;10350;32;s’era allungata, unì a sé in persona;dante;text
3;7;10351;33;con l’atto sol del suo etterno amore.;dante;text
3;7;10352;34;Or drizza il viso a quel ch’or si ragiona:;dante;text
3;7;10353;35;questa natura al suo fattore unita,;dante;text
3;7;10354;36;qual fu creata, fu sincera e buona;dante;text
3;7;10355;37;ma per sé stessa pur fu ella sbandita;dante;text
3;7;10356;38;di paradiso, però che si torse;dante;text
3;7;10357;39;da via di verità e da sua vita.;dante;text
3;7;10358;40;La pena dunque che la croce porse;dante;text
3;7;10359;41;s’a la natura assunta si misura,;dante;text
3;7;10360;42;nulla già mai sì giustamente morse;dante;text
3;7;10361;43;e così nulla fu di tanta ingiura,;dante;text
3;7;10362;44;guardando a la persona che sofferse,;dante;text
3;7;10363;45;in che era contratta tal natura.;dante;text
3;7;10364;46;Però d’un atto uscir cose diverse:;dante;text
3;7;10365;47;ch’a Dio e a’ Giudei piacque una morte;dante;text
3;7;10366;48;per lei tremò la terra e ’l ciel s’aperse.;dante;text
3;7;10367;49;Non ti dee oramai parer più forte,;dante;text
3;7;10368;50;quando si dice che giusta vendetta;dante;text
3;7;10369;51;poscia vengiata fu da giusta corte.;dante;text
3;7;10370;52;Ma io veggi’ or la tua mente ristretta;dante;text
3;7;10371;53;di pensiero in pensier dentro ad un nodo,;dante;text
3;7;10372;54;del qual con gran disio solver s’aspetta.;dante;text
3;7;10373;55;Tu dici: Ben discerno ciò ch’i’ odo;dante;text
3;7;10374;56;ma perché Dio volesse, m’è occulto,;dante;text
3;7;10375;57;a nostra redenzion pur questo modo.;dante;text
3;7;10376;58;Questo decreto, frate, sta sepulto;dante;text
3;7;10377;59;a li occhi di ciascuno il cui ingegno;dante;text
3;7;10378;60;ne la fiamma d’amor non è adulto.;dante;text
3;7;10379;61;Veramente, però ch’a questo segno;dante;text
3;7;10380;62;molto si mira e poco si discerne,;dante;text
3;7;10381;63;dirò perché tal modo fu più degno.;dante;text
3;7;10382;64;La divina bontà, che da sé sperne;dante;text
3;7;10383;65;ogne livore, ardendo in sé, sfavilla;dante;text
3;7;10384;66;sì che dispiega le bellezze etterne.;dante;text
3;7;10385;67;Ciò che da lei sanza mezzo distilla;dante;text
3;7;10386;68;non ha poi fine, perché non si move;dante;text
3;7;10387;69;la sua imprenta quand’ ella sigilla.;dante;text
3;7;10388;70;Ciò che da essa sanza mezzo piove;dante;text
3;7;10389;71;libero è tutto, perché non soggiace;dante;text
3;7;10390;72;a la virtute de le cose nove.;dante;text
3;7;10391;73;Più l’è conforme, e però più le piace;dante;text
3;7;10392;74;ché l’ardor santo ch’ogne cosa raggia,;dante;text
3;7;10393;75;ne la più somigliante è più vivace.;dante;text
3;7;10394;76;Di tutte queste dote s’avvantaggia;dante;text
3;7;10395;77;l’umana creatura, e s’una manca,;dante;text
3;7;10396;78;di sua nobilità convien che caggia.;dante;text
3;7;10397;79;Solo il peccato è quel che la disfranca;dante;text
3;7;10398;80;e falla dissimìle al sommo bene,;dante;text
3;7;10399;81;per che del lume suo poco s’imbianca;dante;text
3;7;10400;82;e in sua dignità mai non rivene,;dante;text
3;7;10401;83;se non rïempie, dove colpa vòta,;dante;text
3;7;10402;84;contra mal dilettar con giuste pene.;dante;text
3;7;10403;85;Vostra natura, quando peccò tota;dante;text
3;7;10404;86;nel seme suo, da queste dignitadi,;dante;text
3;7;10405;87;come di paradiso, fu remota;dante;text
3;7;10406;88;né ricovrar potiensi, se tu badi;dante;text
3;7;10407;89;ben sottilmente, per alcuna via,;dante;text
3;7;10408;90;sanza passar per un di questi guadi:;dante;text
3;7;10409;91;o che Dio solo per sua cortesia;dante;text
3;7;10410;92;dimesso avesse, o che l’uom per sé isso;dante;text
3;7;10411;93;avesse sodisfatto a sua follia.;dante;text
3;7;10412;94;Ficca mo l’occhio per entro l’abisso;dante;text
3;7;10413;95;de l’etterno consiglio, quanto puoi;dante;text
3;7;10414;96;al mio parlar distrettamente fisso.;dante;text
3;7;10415;97;Non potea l’uomo ne’ termini suoi;dante;text
3;7;10416;98;mai sodisfar, per non potere ir giuso;dante;text
3;7;10417;99;con umiltate obedïendo poi,;dante;text
3;7;10418;100;quanto disobediendo intese ir suso;dante;text
3;7;10419;101;e questa è la cagion per che l’uom fue;dante;text
3;7;10420;102;da poter sodisfar per sé dischiuso.;dante;text
3;7;10421;103;Dunque a Dio convenia con le vie sue;dante;text
3;7;10422;104;riparar l’omo a sua intera vita,;dante;text
3;7;10423;105;dico con l’una, o ver con amendue.;dante;text
3;7;10424;106;Ma perché l’ovra tanto è più gradita;dante;text
3;7;10425;107;da l’operante, quanto più appresenta;dante;text
3;7;10426;108;de la bontà del core ond’ ell’ è uscita,;dante;text
3;7;10427;109;la divina bontà che ’l mondo imprenta,;dante;text
3;7;10428;110;di proceder per tutte le sue vie,;dante;text
3;7;10429;111;a rilevarvi suso, fu contenta.;dante;text
3;7;10430;112;Né tra l’ultima notte e ’l primo die;dante;text
3;7;10431;113;sì alto o sì magnifico processo,;dante;text
3;7;10432;114;o per l’una o per l’altra, fu o fie:;dante;text
3;7;10433;115;ché più largo fu Dio a dar sé stesso;dante;text
3;7;10434;116;per far l’uom sufficiente a rilevarsi,;dante;text
3;7;10435;117;che s’elli avesse sol da sé dimesso;dante;text
3;7;10436;118;e tutti li altri modi erano scarsi;dante;text
3;7;10437;119;a la giustizia, se ’l Figliuol di Dio;dante;text
3;7;10438;120;non fosse umilïato ad incarnarsi.;dante;text
3;7;10439;121;Or per empierti bene ogne disio,;dante;text
3;7;10440;122;ritorno a dichiararti in alcun loco,;dante;text
3;7;10441;123;perché tu veggi lì così com’ io.;dante;text
3;7;10442;124;Tu dici: Io veggio l’acqua, io veggio il foco,;dante;text
3;7;10443;125;l’aere e la terra e tutte lor misture;dante;text
3;7;10444;126;venire a corruzione, e durar poco;dante;text
3;7;10445;127;e queste cose pur furon creature;dante;text
3;7;10446;128;per che, se ciò ch’è detto è stato vero,;dante;text
3;7;10447;129;esser dovrien da corruzion sicure.;dante;text
3;7;10448;130;Li angeli, frate, e ’l paese sincero;dante;text
3;7;10449;131;nel qual tu se’, dir si posson creati,;dante;text
3;7;10450;132;sì come sono, in loro essere intero;dante;text
3;7;10451;133;ma li alimenti che tu hai nomati;dante;text
3;7;10452;134;e quelle cose che di lor si fanno;dante;text
3;7;10453;135;da creata virtù sono informati.;dante;text
3;7;10454;136;Creata fu la materia ch’elli hanno;dante;text
3;7;10455;137;creata fu la virtù informante;dante;text
3;7;10456;138;in queste stelle che ’ntorno a lor vanno.;dante;text
3;7;10457;139;L’anima d’ogne bruto e de le piante;dante;text
3;7;10458;140;di complession potenzïata tira;dante;text
3;7;10459;141;lo raggio e ’l moto de le luci sante;dante;text
3;7;10460;142;ma vostra vita sanza mezzo spira;dante;text
3;7;10461;143;la somma beninanza, e la innamora;dante;text
3;7;10462;144;di sé sì che poi sempre la disira.;dante;text
3;7;10463;145;E quinci puoi argomentare ancora;dante;text
3;7;10464;146;vostra resurrezion, se tu ripensi;dante;text
3;7;10465;147;come l’umana carne fessi allora;dante;text
3;7;10466;148;che li primi parenti intrambo fensi».;dante;text
3;8;10467;1;Solea creder lo mondo in suo periclo;dante;text
3;8;10468;2;che la bella Ciprigna il folle amore;dante;text
3;8;10469;3;raggiasse, volta nel terzo epiciclo;dante;text
3;8;10470;4;per che non pur a lei faceano onore;dante;text
3;8;10471;5;di sacrificio e di votivo grido;dante;text
3;8;10472;6;le genti antiche ne l’antico errore;dante;text
3;8;10473;7;ma Dïone onoravano e Cupido,;dante;text
3;8;10474;8;quella per madre sua, questo per figlio,;dante;text
3;8;10475;9;e dicean ch’el sedette in grembo a Dido;dante;text
3;8;10476;10;e da costei ond’ io principio piglio;dante;text
3;8;10477;11;pigliavano il vocabol de la stella;dante;text
3;8;10478;12;che ’l sol vagheggia or da coppa or da ciglio.;dante;text
3;8;10479;13;Io non m’accorsi del salire in ella;dante;text
3;8;10480;14;ma d’esservi entro mi fé assai fede;dante;text
3;8;10481;15;la donna mia ch’i’ vidi far più bella.;dante;text
3;8;10482;16;E come in fiamma favilla si vede,;dante;text
3;8;10483;17;e come in voce voce si discerne,;dante;text
3;8;10484;18;quand’ una è ferma e altra va e riede,;dante;text
3;8;10485;19;vid’ io in essa luce altre lucerne;dante;text
3;8;10486;20;muoversi in giro più e men correnti,;dante;text
3;8;10487;21;al modo, credo, di lor viste interne.;dante;text
3;8;10488;22;Di fredda nube non disceser venti,;dante;text
3;8;10489;23;o visibili o no, tanto festini,;dante;text
3;8;10490;24;che non paressero impediti e lenti;dante;text
3;8;10491;25;a chi avesse quei lumi divini;dante;text
3;8;10492;26;veduti a noi venir, lasciando il giro;dante;text
3;8;10493;27;pria cominciato in li alti Serafini;dante;text
3;8;10494;28;e dentro a quei che più innanzi appariro;dante;text
3;8;10495;29;sonava ’Osanna’ sì, che unque poi;dante;text
3;8;10496;30;di rïudir non fui sanza disiro.;dante;text
3;8;10497;31;Indi si fece l’un più presso a noi;dante;text
3;8;10498;32;e solo incominciò: «Tutti sem presti;dante;text
3;8;10499;33;al tuo piacer, perché di noi ti gioi.;dante;text
3;8;10500;34;Noi ci volgiam coi principi celesti;dante;text
3;8;10501;35;d’un giro e d’un girare e d’una sete,;dante;text
3;8;10502;36;ai quali tu del mondo già dicesti:;dante;text
3;8;10503;37;’Voi che ’ntendendo il terzo ciel movete’;dante;text
3;8;10504;38;e sem sì pien d’amor, che, per piacerti,;dante;text
3;8;10505;39;non fia men dolce un poco di quïete».;dante;text
3;8;10506;40;Poscia che li occhi miei si fuoro offerti;dante;text
3;8;10507;41;a la mia donna reverenti, ed essa;dante;text
3;8;10508;42;fatti li avea di sé contenti e certi,;dante;text
3;8;10509;43;rivolsersi a la luce che promessa;dante;text
3;8;10510;44;tanto s’avea, e «Deh, chi siete?» fue;dante;text
3;8;10511;45;la voce mia di grande affetto impressa.;dante;text
3;8;10512;46;E quanta e quale vid’ io lei far piùe;dante;text
3;8;10513;47;per allegrezza nova che s’accrebbe,;dante;text
3;8;10514;48;quando parlai, a l’allegrezze sue!;dante;text
3;8;10515;49;Così fatta, mi disse: «Il mondo m’ebbe;dante;text
3;8;10516;50;giù poco tempo; e se più fosse stato,;dante;text
3;8;10517;51;molto sarà di mal, che non sarebbe.;dante;text
3;8;10518;52;La mia letizia mi ti tien celato;dante;text
3;8;10519;53;che mi raggia dintorno e mi nasconde;dante;text
3;8;10520;54;quasi animal di sua seta fasciato.;dante;text
3;8;10521;55;Assai m’amasti, e avesti ben onde;dante;text
3;8;10522;56;che s’io fossi giù stato, io ti mostrava;dante;text
3;8;10523;57;di mio amor più oltre che le fronde.;dante;text
3;8;10524;58;Quella sinistra riva che si lava;dante;text
3;8;10525;59;di Rodano poi ch’è misto con Sorga,;dante;text
3;8;10526;60;per suo segnore a tempo m’aspettava,;dante;text
3;8;10527;61;e quel corno d’Ausonia che s’imborga;dante;text
3;8;10528;62;di Bari e di Gaeta e di Catona,;dante;text
3;8;10529;63;da ove Tronto e Verde in mare sgorga.;dante;text
3;8;10530;64;Fulgeami già in fronte la corona;dante;text
3;8;10531;65;di quella terra che ’l Danubio riga;dante;text
3;8;10532;66;poi che le ripe tedesche abbandona.;dante;text
3;8;10533;67;E la bella Trinacria, che caliga;dante;text
3;8;10534;68;tra Pachino e Peloro, sopra ’l golfo;dante;text
3;8;10535;69;che riceve da Euro maggior briga,;dante;text
3;8;10536;70;non per Tifeo ma per nascente solfo,;dante;text
3;8;10537;71;attesi avrebbe li suoi regi ancora,;dante;text
3;8;10538;72;nati per me di Carlo e di Ridolfo,;dante;text
3;8;10539;73;se mala segnoria, che sempre accora;dante;text
3;8;10540;74;li popoli suggetti, non avesse;dante;text
